text,position
"The selection of a suitable drainage layer varies greatly according to the rainfall characteristics
of the site, construction needs, structural requirements, costs, green roof size, roof slope, quantity
and ﬂow of discharges, and plant species.","{'entities': [(165, 175, 'SUSTECH')]}"
"Generally, for small-scale green roofs, as in residential buildings, granular materials meet the
requirements.","{'entities': [(27, 38, 'SUSTECH')]}"
"Modular panels are used for larger green roofs and, compared with granular
material, they have higher performance thanks to their reduced thicknesses and weights, better
management of the air/water ratio, ability to store more water in their cavities, greater mechanical
resistance, and increased durability.","{'entities': [(35, 46, 'SUSTECH')]}"
"The growing media should be designed to accomplish the numerous long-term advantages of a
green roof, such as water quality improvement, peak ﬂow decrease, and noise and thermal insulation,
which are related to the substrate characteristics.","{'entities': [(90, 100, 'SUSTECH')]}"
"Generally, substrate weight varies from 12–14 kg/m2 with a thickness of 8 cm for extensive
green roofs to about 600 kg/m2 with a thickness of 50–60 cm for intensive ones.","{'entities': [(91, 102, 'SUSTECH')]}"
"In this framework, it is very diﬃcult to ﬁnd or formulate a green roof
substrate with all these beneﬁcial attributes, since some qualities could be decreased to enhance others,
depending on the performance required.","{'entities': [(60, 70, 'SUSTECH')]}"
"Concerning the hydraulic performance, water retention and permeability should be considered,
guaranteeing a porosity not less than 58% and 48% for extensive and intensive green roofs, respectively.","{'entities': [(171, 182, 'SUSTECH')]}"
"55] revealed that the vegetation type had a greater impact on
the water retention performance of green roofs than increases in substrate storage capacity associated
with diﬀerent substrate depth, porosity and wilting point over the range assumed in this study.","{'entities': [(97, 108, 'SUSTECH')]}"
"In addition, the substrate increases the thermal resistance of the green roof.","{'entities': [(67, 77, 'SUSTECH')]}"
"Numerous researchers examined the leaching tendency and sorption ability of green roof substrates,
which aﬀects the quality of the runoﬀ.","{'entities': [(76, 86, 'SUSTECH')]}"
"[21] suggests WHC >20% for
extensive green roofs.","{'entities': [(37, 48, 'SUSTECH')]}"
(Turbinaria conoides) in the growth substrate to enhance the runoﬀ quality of green roofs.,"{'entities': [(78, 89, 'SUSTECH')]}"
"However, the substrate in green roofs diﬀers from
traditional garden soil, as traditional moulds are mainly composed of organic materials, such as
peat and compost.","{'entities': [(26, 37, 'SUSTECH')]}"
"The substrates consist mainly of mineral materials (Figure 3), varying from 50%
to 90% of the substrate volume and giving the green roof a lower density, higher porosity (75%),
higher draining capacity in saturated conditions, and easier ventilation of the roots.","{'entities': [(126, 136, 'SUSTECH')]}"
"Some researchers recommended the use of more than 80% inorganic
materials in the composition of the growing medium and, thus, the load of green roofs can be lowered.","{'entities': [(138, 149, 'SUSTECH')]}"
"Therefore, it is crucial to include organic components in the substrate to
supply nutrients to the green roof.","{'entities': [(99, 109, 'SUSTECH')]}"
"59]
used commercially-available materials for green roof layers (Bauder enterprise), focusing both on energy
conservation and sustainability in two alternative solutions applied to a typical urban oﬃce building
in representative climatic areas of Cyprus, in the Eastern Mediterranean.","{'entities': [(46, 56, 'SUSTECH')]}"
"60]
used a commercial substrate (Daku enterprise) to assess the runoﬀ quality from green roofs.","{'entities': [(83, 94, 'SUSTECH')]}"
"Most of the success of a green roof depends on how healthy the plants are, especially in meeting
long-term client expectations.","{'entities': [(25, 35, 'SUSTECH')]}"
"In addition, the vegetation characterizes the visual
aspect of the green roof, prevents the erosion of the substrate, and provides protection for various
animal species, especially arthropods and birds.","{'entities': [(67, 77, 'SUSTECH')]}"
"In recent years, some authors have worked to identify suitable plant species based on the soil

depth, deﬁning the following plant species for extensive green roofs:","{'entities': [(153, 164, 'SUSTECH')]}"
"Moreover, the shaded
areas (due to surrounding buildings) alter the solar radiation and, consequently, the luminous ﬂux and
temperatures on the green roof.","{'entities': [(144, 154, 'SUSTECH')]}"
"The favorable attributes of plants for extensive green roofs are good ground coverage, short and
soft roots, phytoremediation, ability to survive in extreme climate conditions and under minimal
nutrients conditions, limited maintenance, and fast development.","{'entities': [(49, 60, 'SUSTECH')]}"
"The growth medium also requires only minimal nutrients
to avoid wildﬂowers and the production of eutrophic runoﬀ and, thus, only needs nutrient-poor
inorganic recycled constituents as the main components of the green roof substrate.","{'entities': [(211, 221, 'SUSTECH')]}"
"A capacity for phytoremediation has never been a standard for choosing the green roof
vegetation.","{'entities': [(75, 85, 'SUSTECH')]}"
"While there have been numerous experiments on air and water quality
improvements by green roofs, the role of vegetation on contamination management has rarely been
examined.","{'entities': [(84, 95, 'SUSTECH')]}"
"It is necessary to know the response of the vegetation to conditions of water stress, thus
identifying, in the substrate and in the drainage layer, the components capable of making water
available to the vegetation without increasing the overall weight of the green roof.","{'entities': [(260, 270, 'SUSTECH')]}"
"Currently, the parameter ψ50 is the most used, among physiological criteria, to select
species suitable for green roofs.","{'entities': [(108, 119, 'SUSTECH')]}"
"Numerous researchers have identiﬁed succulent plants as the species with the highest performance
for extensive green roofs.","{'entities': [(111, 122, 'SUSTECH')]}"
"With a restricted water supply, a deeper substrate (no less than 10 cm) was recommended
by authors to ensure better drought tolerance performance of the plants in extensive green roofs.","{'entities': [(173, 184, 'SUSTECH')]}"
"76] compared the
performance of plant communities with that of monocultures and compared the growth of natives
to non-natives in a simulated green roof setting in a desert environment.","{'entities': [(141, 151, 'SUSTECH')]}"
"The results showed that the incorporation of functional diversity, especially varied growth forms,
increases the diversity of green roofs, potentially improving the resilience and performance of these
systems in the long term.","{'entities': [(126, 137, 'SUSTECH')]}"
Green Roof vs. Conventional/Traditional Roofs,"{'entities': [(0, 10, 'SUSTECH')]}"
"80] focused on characterizing and analyzing the temperature proﬁle of a
traditional roof mockup and two extensive green roof mockups with diﬀerent substrate depths and
composition in the winter season.","{'entities': [(114, 124, 'SUSTECH')]}"
"The green roof mockups were each installed using the following layers: Roof
assembly, thermal insulation layer, waterproof membrane, root resistant barrier, drainage layer, ﬁlter
sheet, growing medium, and vegetation.","{'entities': [(4, 14, 'SUSTECH')]}"
Comparison between traditional and green roof.,"{'entities': [(35, 45, 'SUSTECH')]}"
"81] indicated that the use of green roofs resulted in lower temperature
variations throughout the day, decreased internal temperatures, and decreased thermal amplitude
in relation to a conventional roof (with tiles).","{'entities': [(30, 41, 'SUSTECH')]}"
"82] showed that in Mediterranean countries, a green roof can contribute substantially
to building's energy conservation mainly during the warm period of the year, while its inﬂuence during
the cold period is negligible.","{'entities': [(46, 56, 'SUSTECH')]}"
"Due to their relatively large surface mass density, low stiﬀness
and pronounced damping properties, green roofs increase the acoustic insulation on top of the basic
roof [83].","{'entities': [(100, 111, 'SUSTECH')]}"
"Van Renterghem,
and Botteldooren [84] demonstrated that green roofs lead to consistent and signiﬁcant sound reduction
at locations where only diﬀracted sound waves arrive relative to common, non-vegetated roofs.","{'entities': [(56, 67, 'SUSTECH')]}"
"The authors found that relative to black roofs, green roofs had negative net savings of $71/m2 ($6.60/ft2)
because they cannot compensate for installation cost premium.","{'entities': [(48, 59, 'SUSTECH')]}"
"However, owners concerned with local
environmental beneﬁts should choose green roofs.","{'entities': [(73, 84, 'SUSTECH')]}"
"In Mediterranean regions high summer temperatures and prolonged
seasonal drought make the installation of eﬃcient and fully functional green roofs more diﬃcult.","{'entities': [(135, 146, 'SUSTECH')]}"
